,shRNAname,label,score
hMyc_351_sas,hMyc_351_sas,0,-8.043140692
hMyc_352_sas,hMyc_352_sas,0,-5.979152571
hMyc_353_sas,hMyc_353_sas,0,-8.033412493
hMyc_354_sas,hMyc_354_sas,0,-7.928006038
hMyc_355_sas,hMyc_355_sas,0,-6.732655654
hMyc_356_sas,hMyc_356_sas,0,-3.954483779
hMyc_357_sas,hMyc_357_sas,0,-7.81467831
hMyc_358_sas,hMyc_358_sas,0,-6.108069778
hMyc_359_sas,hMyc_359_sas,0,-5.167695177
hMyc_360_sas,hMyc_360_sas,0,-6.330889049
hMyc_361_sas,hMyc_361_sas,0,-5.754887502
hMyc_362_sas,hMyc_362_sas,0,-4.928990498
hMyc_363_sas,hMyc_363_sas,0,-6.292128944
hMyc_364_sas,hMyc_364_sas,0,-5.320122468
hMyc_365_sas,hMyc_365_sas,1,-2.353295973
hMyc_366_sas,hMyc_366_sas,0,-7.707342618
hMyc_367_sas,hMyc_367_sas,0,-6.739195223
hMyc_368_sas,hMyc_368_sas,0,-6.528318858
hMyc_369_sas,hMyc_369_sas,0,-4.805512399
hMyc_370_sas,hMyc_370_sas,0,-3.160964047
hMyc_371_sas,hMyc_371_sas,0,-5.612603718
hMyc_372_sas,hMyc_372_sas,0,-7.016797534
hMyc_373_sas,hMyc_373_sas,0,-6.020829576
hMyc_374_sas,hMyc_374_sas,1,-2.622285903
hMyc_375_sas,hMyc_375_sas,0,-3.393206471
hMyc_376_sas,hMyc_376_sas,1,-1.759290331
hMyc_377_sas,hMyc_377_sas,0,-6.774049708
hMyc_378_sas,hMyc_378_sas,1,-2.639429686
hMyc_379_sas,hMyc_379_sas,0,-6.917087369
hMyc_380_sas,hMyc_380_sas,0,-3.721931408
hMyc_381_sas,hMyc_381_sas,0,-7.627126796
hMyc_382_sas,hMyc_382_sas,1,-1.372303651
hMyc_383_sas,hMyc_383_sas,0,-6.447924367
hMyc_384_sas,hMyc_384_sas,0,-3.58694829
hMyc_385_sas,hMyc_385_sas,0,-9.404076743
hMyc_386_sas,hMyc_386_sas,0,-8.214114649
hMyc_387_sas,hMyc_387_sas,0,-7.76721224
hMyc_388_sas,hMyc_388_sas,0,-7.59618494
hMyc_389_sas,hMyc_389_sas,0,-7.936722056
hMyc_390_sas,hMyc_390_sas,0,-4.210786868
hMyc_391_sas,hMyc_391_sas,0,-8.159553788
hMyc_392_sas,hMyc_392_sas,0,-8.439875375
hMyc_393_sas,hMyc_393_sas,0,-5.33560427
hMyc_394_sas,hMyc_394_sas,1,-0.448908176
hMyc_395_sas,hMyc_395_sas,0,-5.397492192
hMyc_396_sas,hMyc_396_sas,1,-1.794322064
hMyc_397_sas,hMyc_397_sas,0,-8.940987136
hMyc_398_sas,hMyc_398_sas,0,-4.577002723
hMyc_399_sas,hMyc_399_sas,0,-6.535898761
hMyc_400_sas,hMyc_400_sas,0,-6.52882667
hMyc_401_sas,hMyc_401_sas,1,0
hMyc_402_sas,hMyc_402_sas,0,-7.958184671
hMyc_403_sas,hMyc_403_sas,0,-4.614409345
hMyc_404_sas,hMyc_404_sas,0,-5.925093419
hMyc_405_sas,hMyc_405_sas,0,-7.799970946
hMyc_406_sas,hMyc_406_sas,0,-5.646160816
hMyc_407_sas,hMyc_407_sas,0,-7.222927742
hMyc_408_sas,hMyc_408_sas,0,-7.097609197
hMyc_409_sas,hMyc_409_sas,0,-6.02219706
hMyc_410_sas,hMyc_410_sas,0,-6.364172857
hMyc_411_sas,hMyc_411_sas,0,-6.87036472
hMyc_412_sas,hMyc_412_sas,0,-6.813424882
hMyc_413_sas,hMyc_413_sas,0,-6.218355771
hMyc_414_sas,hMyc_414_sas,0,-5.881813676
hMyc_415_sas,hMyc_415_sas,1,0
hMyc_416_sas,hMyc_416_sas,0,-5.711295217
hMyc_417_sas,hMyc_417_sas,0,-4.906890596
hMyc_418_sas,hMyc_418_sas,0,-3.5
hMyc_419_sas,hMyc_419_sas,0,-7.089254623
hMyc_420_sas,hMyc_420_sas,1,-2.144005536
hMyc_421_sas,hMyc_421_sas,0,-6.218876036
hMyc_422_sas,hMyc_422_sas,0,-6.443515087
hMyc_423_sas,hMyc_423_sas,0,-4.999295215
hMyc_424_sas,hMyc_424_sas,0,-3.95963716
hMyc_425_sas,hMyc_425_sas,1,-2.910399298
hMyc_426_sas,hMyc_426_sas,1,-1.077260766
hMyc_427_sas,hMyc_427_sas,1,-2.868110104
hMyc_428_sas,hMyc_428_sas,1,-2.601757206
hMyc_429_sas,hMyc_429_sas,1,-0.356904581
hMyc_430_sas,hMyc_430_sas,0,-5.326038348
hMyc_431_sas,hMyc_431_sas,1,-2.928990498
hMyc_432_sas,hMyc_432_sas,0,-6.531360384
hMyc_433_sas,hMyc_433_sas,0,-3.374450604
hMyc_434_sas,hMyc_434_sas,0,-3.324723198
hMyc_435_sas,hMyc_435_sas,0,-5.176381565
hMyc_436_sas,hMyc_436_sas,0,-5.306039314
hMyc_437_sas,hMyc_437_sas,0,-4.391556763
hMyc_438_sas,hMyc_438_sas,0,-8.848901215
hMyc_439_sas,hMyc_439_sas,0,-8.979202724
hMyc_440_sas,hMyc_440_sas,0,-7.203235384
hMyc_441_sas,hMyc_441_sas,0,-4.411753283
hMyc_442_sas,hMyc_442_sas,0,-8.451740887
hMyc_443_sas,hMyc_443_sas,0,-9.727579313
hMyc_444_sas,hMyc_444_sas,0,-6.108069778
hMyc_445_sas,hMyc_445_sas,0,-7.818425578
hMyc_446_sas,hMyc_446_sas,0,-8.476563946
hMyc_447_sas,hMyc_447_sas,0,-8.735837607
hMyc_448_sas,hMyc_448_sas,0,-4.653066088
hMyc_449_sas,hMyc_449_sas,0,-7.01005592
hMyc_450_sas,hMyc_450_sas,0,-8.078594507
hMyc_451_sas,hMyc_451_sas,0,-7.932818312
hMyc_452_sas,hMyc_452_sas,0,-8.299142587
hMyc_453_sas,hMyc_453_sas,0,-7.842182554
hMyc_454_sas,hMyc_454_sas,0,-7.806995424
hMyc_455_sas,hMyc_455_sas,0,-6.380567825
hMyc_456_sas,hMyc_456_sas,0,-7.213918302
hMyc_457_sas,hMyc_457_sas,0,-3.491005038
hMyc_458_sas,hMyc_458_sas,0,-6.552545026
hMyc_459_sas,hMyc_459_sas,0,-6.266664866
hMyc_460_sas,hMyc_460_sas,0,-6.199638962
hMyc_461_sas,hMyc_461_sas,0,-7.702703711
hMyc_462_sas,hMyc_462_sas,0,-6.917087369
hMyc_463_sas,hMyc_463_sas,1,-2.485997733
hMyc_464_sas,hMyc_464_sas,0,-5.406890596
hMyc_465_sas,hMyc_465_sas,0,-6.545221638
hMyc_466_sas,hMyc_466_sas,0,-6.31467831
hMyc_467_sas,hMyc_467_sas,0,-4.750918592
hMyc_468_sas,hMyc_468_sas,0,-4.745926548
hMyc_469_sas,hMyc_469_sas,0,-5.831556654
hMyc_470_sas,hMyc_470_sas,0,-4.906890596
hMyc_471_sas,hMyc_471_sas,0,-6.348701004
hMyc_472_sas,hMyc_472_sas,0,-4.577409055
hMyc_473_sas,hMyc_473_sas,0,-4.238568809
hMyc_474_sas,hMyc_474_sas,0,-5.606465289
hMyc_475_sas,hMyc_475_sas,0,-8.013952998
hMyc_476_sas,hMyc_476_sas,0,-8.333389389
hMyc_477_sas,hMyc_477_sas,0,-7.410687696
hMyc_478_sas,hMyc_478_sas,0,-4.14558535
hMyc_479_sas,hMyc_479_sas,0,-7.795293525
hMyc_480_sas,hMyc_480_sas,0,-8.123527984
hMyc_481_sas,hMyc_481_sas,0,-6.434025427
hMyc_482_sas,hMyc_482_sas,0,-6.768123608
hMyc_483_sas,hMyc_483_sas,0,-5.34050937
hMyc_484_sas,hMyc_484_sas,0,-8.041220073
hMyc_485_sas,hMyc_485_sas,1,-2.921144356
hMyc_486_sas,hMyc_486_sas,0,-8.036233804
hMyc_487_sas,hMyc_487_sas,0,-8.199572192
hMyc_488_sas,hMyc_488_sas,0,-8.509583594
hMyc_489_sas,hMyc_489_sas,0,-8.146214743
hMyc_490_sas,hMyc_490_sas,0,-7.653600405
hMyc_491_sas,hMyc_491_sas,0,-5.954371966
hMyc_492_sas,hMyc_492_sas,0,-9.050741656
hMyc_493_sas,hMyc_493_sas,0,-7.168601875
hMyc_494_sas,hMyc_494_sas,0,-8.063513522
hMyc_495_sas,hMyc_495_sas,0,-7.829761062
hMyc_496_sas,hMyc_496_sas,0,-7.507489695
hMyc_497_sas,hMyc_497_sas,0,-6.865075837
hMyc_498_sas,hMyc_498_sas,0,-6.31467831
hMyc_499_sas,hMyc_499_sas,1,-0.590630318
hMyc_500_sas,hMyc_500_sas,0,-5.316113734
hMyc_501_sas,hMyc_501_sas,1,-2.082273894
hMyc_502_sas,hMyc_502_sas,0,-5.566234667
hMyc_503_sas,hMyc_503_sas,0,-8.321265616
hMyc_504_sas,hMyc_504_sas,0,-9.083375765
hMyc_505_sas,hMyc_505_sas,1,-0.830472074
hMyc_506_sas,hMyc_506_sas,0,-8.449111736
hMyc_507_sas,hMyc_507_sas,0,-7.4637964
hMyc_508_sas,hMyc_508_sas,0,-8.467686133
hMyc_509_sas,hMyc_509_sas,0,-8.10141584
hMyc_510_sas,hMyc_510_sas,0,-3.354737749
hMyc_511_sas,hMyc_511_sas,1,-1.513323725
hMyc_512_sas,hMyc_512_sas,0,-5.108069778
hMyc_513_sas,hMyc_513_sas,1,0.882236063
hMyc_514_sas,hMyc_514_sas,0,-4.625666982
hMyc_515_sas,hMyc_515_sas,1,-0.361502222
hMyc_516_sas,hMyc_516_sas,0,-8.235234115
hMyc_517_sas,hMyc_517_sas,0,-8.262752758
hMyc_518_sas,hMyc_518_sas,0,-5.58950529
hMyc_519_sas,hMyc_519_sas,0,-4.605480594
hMyc_520_sas,hMyc_520_sas,0,-5.567854643
hMyc_521_sas,hMyc_521_sas,1,0.972746717
hMyc_522_sas,hMyc_522_sas,1,1.702314276
hMyc_523_sas,hMyc_523_sas,1,-1.381083074
hMyc_524_sas,hMyc_524_sas,0,-6.869573855
hMyc_525_sas,hMyc_525_sas,1,-1.878714848
hMyc_526_sas,hMyc_526_sas,1,-0.717367867
hMyc_527_sas,hMyc_527_sas,0,-4.083771175
hMyc_528_sas,hMyc_528_sas,0,-8.104117179
hMyc_529_sas,hMyc_529_sas,0,-7.535458781
hMyc_530_sas,hMyc_530_sas,0,-6.10715956
hMyc_531_sas,hMyc_531_sas,0,-7.076776016
hMyc_532_sas,hMyc_532_sas,0,-6.797628741
hMyc_533_sas,hMyc_533_sas,0,-7.467582525
hMyc_534_sas,hMyc_534_sas,0,-6.18643253
hMyc_535_sas,hMyc_535_sas,0,-6.400854179
hMyc_536_sas,hMyc_536_sas,1,-1.5
hMyc_537_sas,hMyc_537_sas,0,-4.02219706
hMyc_538_sas,hMyc_538_sas,0,-4.239890132
hMyc_539_sas,hMyc_539_sas,0,-5.149604009
hMyc_540_sas,hMyc_540_sas,0,-5.882021109
hMyc_541_sas,hMyc_541_sas,0,-6.91841968
hMyc_542_sas,hMyc_542_sas,0,-5.684798673
hMyc_543_sas,hMyc_543_sas,0,-7.609659901
hMyc_544_sas,hMyc_544_sas,0,-6.702570732
hMyc_545_sas,hMyc_545_sas,0,-6.231251136
hMyc_546_sas,hMyc_546_sas,1,-2.061742586
hMyc_547_sas,hMyc_547_sas,0,-6.971440499
hMyc_548_sas,hMyc_548_sas,0,-6.292128944
hMyc_549_sas,hMyc_549_sas,0,-6.859961764
hMyc_550_sas,hMyc_550_sas,0,-5.925093419
hMyc_551_sas,hMyc_551_sas,1,4.234107169
hMyc_552_sas,hMyc_552_sas,0,-7.371259986
hMyc_553_sas,hMyc_553_sas,0,-4.820122468
hMyc_554_sas,hMyc_554_sas,0,-5.540408764
hMyc_555_sas,hMyc_555_sas,0,-6.673049075
hMyc_556_sas,hMyc_556_sas,0,-4.94055698
hMyc_557_sas,hMyc_557_sas,0,-6.986489893
hMyc_558_sas,hMyc_558_sas,1,-0.643037324
hMyc_559_sas,hMyc_559_sas,0,-6.971440499
hMyc_560_sas,hMyc_560_sas,0,-5.941321525
hMyc_561_sas,hMyc_561_sas,0,-5.977098155
hMyc_562_sas,hMyc_562_sas,1,-2.790496799
hMyc_563_sas,hMyc_563_sas,0,-3.27224472
hMyc_564_sas,hMyc_564_sas,1,0.746471849
hMyc_565_sas,hMyc_565_sas,0,-8.153244482
hMyc_566_sas,hMyc_566_sas,0,-7.521834075
hMyc_567_sas,hMyc_567_sas,1,-0.438927815
hMyc_568_sas,hMyc_568_sas,0,-7.330220825
hMyc_569_sas,hMyc_569_sas,0,-7.488639962
hMyc_570_sas,hMyc_570_sas,1,-1.532244363
hMyc_571_sas,hMyc_571_sas,1,-1.723899558
hMyc_572_sas,hMyc_572_sas,0,-8.246818289
hMyc_573_sas,hMyc_573_sas,0,-6.479638753
hMyc_574_sas,hMyc_574_sas,0,-4.069863033
hMyc_575_sas,hMyc_575_sas,0,-8.72221629
hMyc_576_sas,hMyc_576_sas,0,-6.761849037
hMyc_577_sas,hMyc_577_sas,0,-8.503382181
hMyc_578_sas,hMyc_578_sas,0,-4.489538366
hMyc_579_sas,hMyc_579_sas,0,-5.456302123
hMyc_580_sas,hMyc_580_sas,0,-6.210050965
hMyc_581_sas,hMyc_581_sas,0,-8.573468271
hMyc_582_sas,hMyc_582_sas,0,-5.184933199
hMyc_583_sas,hMyc_583_sas,0,-7.038264223
hMyc_584_sas,hMyc_584_sas,0,-9.575583852
hMyc_585_sas,hMyc_585_sas,1,-1.43999536
hMyc_586_sas,hMyc_586_sas,0,-6.070688659
hMyc_587_sas,hMyc_587_sas,1,-2.517481364
hMyc_588_sas,hMyc_588_sas,0,-9.299858374
hMyc_589_sas,hMyc_589_sas,0,-3.644433037
hMyc_590_sas,hMyc_590_sas,0,-7.364983445
hMyc_591_sas,hMyc_591_sas,1,-2.572483986
hMyc_592_sas,hMyc_592_sas,1,-0.774742438
hMyc_593_sas,hMyc_593_sas,0,-9.90832935
hMyc_594_sas,hMyc_594_sas,0,-5.569274736
hMyc_595_sas,hMyc_595_sas,1,0.496774848
hMyc_596_sas,hMyc_596_sas,1,0.646931308
hMyc_597_sas,hMyc_597_sas,1,-0.981234171
hMyc_598_sas,hMyc_598_sas,1,-2.759798534
hMyc_599_sas,hMyc_599_sas,0,-8.718499811
hMyc_600_sas,hMyc_600_sas,0,-3.130855984
hMyc_601_sas,hMyc_601_sas,0,-7.063812476
hMyc_602_sas,hMyc_602_sas,0,-3.818307269
hMyc_603_sas,hMyc_603_sas,0,-7.391063995
hMyc_604_sas,hMyc_604_sas,1,-2.523486332
hMyc_605_sas,hMyc_605_sas,0,-7.893555919
hMyc_606_sas,hMyc_606_sas,0,-7.091623837
hMyc_607_sas,hMyc_607_sas,0,-4.721506294
hMyc_608_sas,hMyc_608_sas,0,-7.744829918
hMyc_609_sas,hMyc_609_sas,0,-7.933663504
hMyc_610_sas,hMyc_610_sas,0,-6.876503884
hMyc_611_sas,hMyc_611_sas,0,-6.123605268
hMyc_612_sas,hMyc_612_sas,0,-7.900854179
hMyc_613_sas,hMyc_613_sas,0,-6.289657969
hMyc_614_sas,hMyc_614_sas,0,-7.223799929
hMyc_615_sas,hMyc_615_sas,0,-5.567854643
hMyc_616_sas,hMyc_616_sas,0,-6.301929061
hMyc_617_sas,hMyc_617_sas,0,-7.499052786
hMyc_618_sas,hMyc_618_sas,0,-7.079778014
hMyc_619_sas,hMyc_619_sas,0,-7.829551982
hMyc_620_sas,hMyc_620_sas,0,-7.933554892
hMyc_621_sas,hMyc_621_sas,0,-3.929469958
hMyc_622_sas,hMyc_622_sas,0,-8.198954279
hMyc_623_sas,hMyc_623_sas,0,-7.120097527
hMyc_624_sas,hMyc_624_sas,0,-7.641544177
hMyc_625_sas,hMyc_625_sas,1,-0.723372535
hMyc_626_sas,hMyc_626_sas,1,0.19166432
hMyc_627_sas,hMyc_627_sas,0,-3.50711232
hMyc_628_sas,hMyc_628_sas,0,-6.93518236
hMyc_629_sas,hMyc_629_sas,0,-4.678198924
hMyc_630_sas,hMyc_630_sas,0,-7.708497698
hMyc_631_sas,hMyc_631_sas,0,-6.282312931
hMyc_632_sas,hMyc_632_sas,0,-5.687546212
hMyc_633_sas,hMyc_633_sas,0,-7.29564429
hMyc_634_sas,hMyc_634_sas,0,-7.899210586
hMyc_635_sas,hMyc_635_sas,0,-7.297978372
hMyc_636_sas,hMyc_636_sas,0,-9.01378564
hMyc_637_sas,hMyc_637_sas,0,-6.221989771
hMyc_638_sas,hMyc_638_sas,0,-4.653747232
hMyc_639_sas,hMyc_639_sas,0,-4.0605077
hMyc_640_sas,hMyc_640_sas,1,3.408258203
hMyc_641_sas,hMyc_641_sas,0,-6.067579792
hMyc_642_sas,hMyc_642_sas,1,1.853377132
hMyc_643_sas,hMyc_643_sas,1,0.856816545
hMyc_644_sas,hMyc_644_sas,0,-8.708703768
hMyc_645_sas,hMyc_645_sas,1,0.370331431
hMyc_646_sas,hMyc_646_sas,1,0.323143794
hMyc_647_sas,hMyc_647_sas,1,1.22955698
hMyc_648_sas,hMyc_648_sas,1,0.57059186
hMyc_649_sas,hMyc_649_sas,0,-7.139224729
hMyc_650_sas,hMyc_650_sas,0,-4.13868245
hMyc_651_sas,hMyc_651_sas,1,0.284522986
hMyc_652_sas,hMyc_652_sas,0,-7.44208526
hMyc_653_sas,hMyc_653_sas,0,-6.865447323
hMyc_654_sas,hMyc_654_sas,0,-6.715226276
hMyc_655_sas,hMyc_655_sas,0,-6.901258183
hMyc_656_sas,hMyc_656_sas,0,-7.869679354
hMyc_657_sas,hMyc_657_sas,0,-7.466130448
hMyc_658_sas,hMyc_658_sas,0,-6.841058382
hMyc_659_sas,hMyc_659_sas,0,-6.918074502
hMyc_660_sas,hMyc_660_sas,0,-4.77880247
hMyc_661_sas,hMyc_661_sas,0,-6.356585842
hMyc_662_sas,hMyc_662_sas,0,-7.077409055
hMyc_663_sas,hMyc_663_sas,0,-7.015936738
hMyc_664_sas,hMyc_664_sas,0,-7.916593295
hMyc_665_sas,hMyc_665_sas,0,-7.045304337
hMyc_666_sas,hMyc_666_sas,0,-5.942466824
hMyc_667_sas,hMyc_667_sas,0,-5.844125155
hMyc_668_sas,hMyc_668_sas,0,-5.695084478
hMyc_669_sas,hMyc_669_sas,0,-7.330916878
hMyc_670_sas,hMyc_670_sas,0,-7.661034488
hMyc_671_sas,hMyc_671_sas,0,-6.767637688
hMyc_672_sas,hMyc_672_sas,1,-2.568030775
hMyc_673_sas,hMyc_673_sas,0,-3.803665157
hMyc_674_sas,hMyc_674_sas,0,-6.720110164
hMyc_675_sas,hMyc_675_sas,1,-1.73289901
hMyc_676_sas,hMyc_676_sas,0,-6.186840417
hMyc_677_sas,hMyc_677_sas,0,-7.890090447
hMyc_678_sas,hMyc_678_sas,0,-6.256863798
hMyc_679_sas,hMyc_679_sas,0,-3
hMyc_680_sas,hMyc_680_sas,0,-5.454946542
hMyc_681_sas,hMyc_681_sas,1,-2.084962501
hMyc_682_sas,hMyc_682_sas,0,-3.229715809
hMyc_683_sas,hMyc_683_sas,0,-5.599222521
hMyc_684_sas,hMyc_684_sas,0,-4.60715956
hMyc_685_sas,hMyc_685_sas,0,-3.890679857
hMyc_686_sas,hMyc_686_sas,0,-3.683161107
hMyc_687_sas,hMyc_687_sas,0,-5.306434249
hMyc_688_sas,hMyc_688_sas,0,-6.266299719
hMyc_689_sas,hMyc_689_sas,0,-4.497176718
hMyc_690_sas,hMyc_690_sas,0,-4.538407799
hMyc_691_sas,hMyc_691_sas,0,-5.10715956
hMyc_692_sas,hMyc_692_sas,0,-4.112000837
hMyc_693_sas,hMyc_693_sas,0,-4.60715956
hMyc_694_sas,hMyc_694_sas,0,-3.503213135
hMyc_695_sas,hMyc_695_sas,1,-1.826172715
hMyc_696_sas,hMyc_696_sas,1,-0.217270872
hMyc_697_sas,hMyc_697_sas,1,-0.137728401
hMyc_698_sas,hMyc_698_sas,0,-4.628693921
hMyc_699_sas,hMyc_699_sas,0,-5.080213056
hMyc_700_sas,hMyc_700_sas,1,2.086678572
hMyc_701_sas,hMyc_701_sas,1,0.054828313
hMyc_702_sas,hMyc_702_sas,0,-3.924247201
hMyc_703_sas,hMyc_703_sas,1,-0.579213871
hMyc_704_sas,hMyc_704_sas,1,-2.827083608
hMyc_705_sas,hMyc_705_sas,1,-0.753636765
hMyc_706_sas,hMyc_706_sas,1,0.970479846
hMyc_707_sas,hMyc_707_sas,0,-7.834466229
hMyc_708_sas,hMyc_708_sas,0,-4.95380705
hMyc_709_sas,hMyc_709_sas,0,-7.823493608
hMyc_710_sas,hMyc_710_sas,0,-10.61020215
hMyc_711_sas,hMyc_711_sas,0,-9.463239214
hMyc_712_sas,hMyc_712_sas,0,-10.12845216
hMyc_713_sas,hMyc_713_sas,1,-1.092852254
hMyc_714_sas,hMyc_714_sas,0,-5.274086676
hMyc_715_sas,hMyc_715_sas,0,-8.965893921
hMyc_716_sas,hMyc_716_sas,0,-8.423748921
hMyc_717_sas,hMyc_717_sas,0,-7.724574323
hMyc_718_sas,hMyc_718_sas,0,-8.017915036
hMyc_719_sas,hMyc_719_sas,0,-6.923724452
hMyc_720_sas,hMyc_720_sas,0,-7.777534196
hMyc_721_sas,hMyc_721_sas,0,-5.081824838
hMyc_722_sas,hMyc_722_sas,0,-6.742663095
hMyc_723_sas,hMyc_723_sas,0,-5.84281242
hMyc_724_sas,hMyc_724_sas,0,-5.992920969
hMyc_725_sas,hMyc_725_sas,0,-6.464814142
hMyc_726_sas,hMyc_726_sas,1,-2.084962501
hMyc_727_sas,hMyc_727_sas,0,-4.453445298
hMyc_728_sas,hMyc_728_sas,0,-4.818484902
hMyc_729_sas,hMyc_729_sas,0,-6.10715956
hMyc_730_sas,hMyc_730_sas,0,-6.416642718
hMyc_731_sas,hMyc_731_sas,0,-6.979865157
hMyc_732_sas,hMyc_732_sas,0,-6.148458103
hMyc_733_sas,hMyc_733_sas,0,-7.258650151
hMyc_734_sas,hMyc_734_sas,0,-7.238373102
hMyc_735_sas,hMyc_735_sas,0,-5.881813676
hMyc_736_sas,hMyc_736_sas,0,-5.530010177
hMyc_737_sas,hMyc_737_sas,0,-6.723024703
hMyc_738_sas,hMyc_738_sas,0,-6.648027919
hMyc_739_sas,hMyc_739_sas,0,-6.721082986
hMyc_740_sas,hMyc_740_sas,0,-6.671315149
hMyc_741_sas,hMyc_741_sas,0,-5.239890132
hMyc_742_sas,hMyc_742_sas,0,-6.364491685
hMyc_743_sas,hMyc_743_sas,0,-5.60715956
hMyc_744_sas,hMyc_744_sas,0,-6.457379419
hMyc_745_sas,hMyc_745_sas,0,-6.402267201
hMyc_746_sas,hMyc_746_sas,0,-6.246802654
hMyc_747_sas,hMyc_747_sas,0,-7.349569313
hMyc_748_sas,hMyc_748_sas,0,-7.22830555
hMyc_749_sas,hMyc_749_sas,0,-6.506399552
hMyc_750_sas,hMyc_750_sas,0,-6.044394119
hMyc_751_sas,hMyc_751_sas,0,-6.316043206
hMyc_752_sas,hMyc_752_sas,0,-6.623221859
hMyc_753_sas,hMyc_753_sas,0,-5.704695468
hMyc_754_sas,hMyc_754_sas,0,-5.897816922
hMyc_755_sas,hMyc_755_sas,0,-6.525264453
hMyc_756_sas,hMyc_756_sas,0,-5.877443751
hMyc_757_sas,hMyc_757_sas,0,-7.838859821
hMyc_758_sas,hMyc_758_sas,0,-5.952317311
hMyc_759_sas,hMyc_759_sas,0,-3.213407334
hMyc_760_sas,hMyc_760_sas,0,-6.753339745
hMyc_761_sas,hMyc_761_sas,0,-4.667695177
hMyc_762_sas,hMyc_762_sas,0,-3.418294617
hMyc_763_sas,hMyc_763_sas,0,-4.999295215
hMyc_764_sas,hMyc_764_sas,1,-2.921587017
hMyc_765_sas,hMyc_765_sas,0,-6.764288101
hMyc_766_sas,hMyc_766_sas,0,-6.715226276
hMyc_767_sas,hMyc_767_sas,0,-5.949489602
hMyc_768_sas,hMyc_768_sas,0,-7.0915075
hMyc_769_sas,hMyc_769_sas,0,-8.257264572
hMyc_770_sas,hMyc_770_sas,0,-8.263692684
hMyc_771_sas,hMyc_771_sas,0,-7.900020208
hMyc_772_sas,hMyc_772_sas,0,-7.894499324
hMyc_773_sas,hMyc_773_sas,0,-4.410209164
hMyc_774_sas,hMyc_774_sas,0,-7.973590158
hMyc_775_sas,hMyc_775_sas,0,-7.394308193
hMyc_776_sas,hMyc_776_sas,0,-6.845271841
hMyc_777_sas,hMyc_777_sas,0,-7.232209059
hMyc_778_sas,hMyc_778_sas,0,-7.872495733
hMyc_779_sas,hMyc_779_sas,0,-3.955347336
hMyc_780_sas,hMyc_780_sas,0,-4.018086806
hMyc_781_sas,hMyc_781_sas,1,-1.555555596
hMyc_782_sas,hMyc_782_sas,1,0.787868322
hMyc_783_sas,hMyc_783_sas,0,-9.055109102
hMyc_784_sas,hMyc_784_sas,0,-8.497850457
hMyc_785_sas,hMyc_785_sas,0,-8.67804112
hMyc_786_sas,hMyc_786_sas,0,-3.63039563
hMyc_787_sas,hMyc_787_sas,0,-5.445775025
hMyc_788_sas,hMyc_788_sas,0,-7.780629054
hMyc_789_sas,hMyc_789_sas,0,-8.126646759
hMyc_790_sas,hMyc_790_sas,0,-7.807354922
hMyc_791_sas,hMyc_791_sas,0,-7.521834075
hMyc_792_sas,hMyc_792_sas,0,-7.851749041
hMyc_793_sas,hMyc_793_sas,0,-7.348049085
hMyc_794_sas,hMyc_794_sas,0,-7.038407799
hMyc_795_sas,hMyc_795_sas,0,-7.311483472
hMyc_796_sas,hMyc_796_sas,0,-8.154338383
hMyc_797_sas,hMyc_797_sas,0,-8.027810687
hMyc_798_sas,hMyc_798_sas,0,-8.560301197
hMyc_799_sas,hMyc_799_sas,0,-7.710802325
hMyc_800_sas,hMyc_800_sas,0,-8.919300367
hMyc_801_sas,hMyc_801_sas,0,-6.501407508
hMyc_802_sas,hMyc_802_sas,0,-5.679611226
hMyc_803_sas,hMyc_803_sas,0,-6.390679857
hMyc_804_sas,hMyc_804_sas,0,-7.448922728
hMyc_805_sas,hMyc_805_sas,0,-8.859166095
hMyc_806_sas,hMyc_806_sas,0,-8.148314737
hMyc_807_sas,hMyc_807_sas,0,-7.584884225
hMyc_808_sas,hMyc_808_sas,0,-5.004137347
hMyc_809_sas,hMyc_809_sas,0,-7.291070991
hMyc_810_sas,hMyc_810_sas,0,-7.538971131
hMyc_811_sas,hMyc_811_sas,0,-7.287355888
hMyc_812_sas,hMyc_812_sas,0,-7.703168947
hMyc_813_sas,hMyc_813_sas,0,-6.96831897
hMyc_814_sas,hMyc_814_sas,0,-5.623370299
hMyc_815_sas,hMyc_815_sas,0,-3.803665157
hMyc_816_sas,hMyc_816_sas,0,-7.309422151
hMyc_817_sas,hMyc_817_sas,1,-2.584962501
hMyc_818_sas,hMyc_818_sas,0,-4.305512399
hMyc_819_sas,hMyc_819_sas,0,-3.660964047
hMyc_820_sas,hMyc_820_sas,1,-0.79248125
hMyc_821_sas,hMyc_821_sas,1,-1
hMyc_822_sas,hMyc_822_sas,0,-5.262760405
hMyc_823_sas,hMyc_823_sas,1,-2.79248125
hMyc_824_sas,hMyc_824_sas,1,-2.5
hMyc_825_sas,hMyc_825_sas,1,-1.584962501
hMyc_826_sas,hMyc_826_sas,1,0
hMyc_827_sas,hMyc_827_sas,1,-1.5
hMyc_828_sas,hMyc_828_sas,0,-3.761780978
hMyc_829_sas,hMyc_829_sas,1,0
hMyc_830_sas,hMyc_830_sas,1,0
hMyc_831_sas,hMyc_831_sas,0,-3.745926548
hMyc_832_sas,hMyc_832_sas,0,-6.344998986
hMyc_833_sas,hMyc_833_sas,1,-0.48775334
hMyc_834_sas,hMyc_834_sas,0,-7.011227255
