"shRNAname","x"
"Kras_2975_sas",1
"Kras_2976_sas",0
"Kras_2977_sas",1
"Kras_2978_sas",1
"Kras_2979_sas",0
"Kras_298_sas",1
"Kras_2980_sas",0
"Kras_2981_sas",1
"Kras_2982_sas",1
"Kras_2983_sas",0
"Kras_2984_sas",0
"Kras_2985_sas",1
"Kras_2986_sas",1
"Kras_2987_sas",0
"Kras_2988_sas",1
"Kras_2989_sas",1
"Kras_299_sas",1
"Kras_2990_sas",1
"Kras_2991_sas",0
"Kras_2992_sas",0
"Kras_2993_sas",1
"Kras_2994_sas",1
"Kras_2995_sas",1
"Kras_2996_sas",1
"Kras_2997_sas",1
"Kras_2998_sas",1
"Kras_2999_sas",0
"Kras_30_sas",0
"Kras_300_sas",1
"Kras_3000_sas",1
"Kras_3001_sas",1
"Kras_3002_sas",1
"Kras_3003_sas",1
"Kras_3004_sas",0
"Kras_3005_sas",1
"Kras_3006_sas",1
"Kras_3007_sas",1
"Kras_3008_sas",1
"Kras_3009_sas",1
"Kras_301_sas",1
"Kras_3010_sas",1
"Kras_3011_sas",0
"Kras_3012_sas",0
"Kras_3013_sas",1
"Kras_3014_sas",0
"Kras_3015_sas",0
"Kras_3016_sas",1
"Kras_3017_sas",0
"Kras_3018_sas",1
"Kras_3019_sas",1
"Kras_302_sas",0
"Kras_3020_sas",1
"Kras_3021_sas",1
"Kras_3022_sas",1
"Kras_3023_sas",1
"Kras_3024_sas",0
"Kras_3025_sas",0
"Kras_3026_sas",0
"Kras_3027_sas",0
"Kras_3028_sas",0
"Kras_3029_sas",0
"Kras_303_sas",1
"Kras_3030_sas",1
"Kras_3031_sas",0
"Kras_3032_sas",0
"Kras_3033_sas",0
"Kras_3034_sas",0
"Kras_3035_sas",1
"Kras_3036_sas",1
"Kras_3037_sas",0
"Kras_3038_sas",1
"Kras_3039_sas",1
"Kras_304_sas",0
"Kras_3040_sas",1
"Kras_3041_sas",1
"Kras_3042_sas",1
"Kras_3043_sas",1
"Kras_3044_sas",0
"Kras_3045_sas",0
"Kras_3046_sas",0
"Kras_3047_sas",0
"Kras_3048_sas",0
"Kras_3049_sas",1
"Kras_305_sas",1
"Kras_3050_sas",1
"Kras_3051_sas",0
"Kras_3052_sas",0
"Kras_3053_sas",0
"Kras_3054_sas",0
"Kras_3055_sas",0
"Kras_3056_sas",0
"Kras_3057_sas",0
"Kras_3058_sas",0
"Kras_3059_sas",0
"Kras_306_sas",1
"Kras_3060_sas",0
"Kras_3061_sas",0
"Kras_3062_sas",0
"Kras_3063_sas",0
"Kras_3064_sas",0
"Kras_3065_sas",1
"Kras_3066_sas",0
"Kras_3067_sas",0
"Kras_3068_sas",0
"Kras_3069_sas",0
"Kras_307_sas",0
"Kras_3070_sas",0
"Kras_3071_sas",1
"Kras_3072_sas",0
"Kras_3073_sas",1
"Kras_3074_sas",0
"Kras_3075_sas",1
"Kras_3076_sas",0
"Kras_3077_sas",0
"Kras_3078_sas",0
"Kras_3079_sas",0
"Kras_308_sas",1
"Kras_3080_sas",0
"Kras_3081_sas",0
"Kras_3082_sas",1
"Kras_3083_sas",1
"Kras_3084_sas",1
"Kras_3085_sas",0
"Kras_3086_sas",0
"Kras_3087_sas",0
"Kras_3089_sas",0
"Kras_309_sas",1
"Kras_3090_sas",0
"Kras_3091_sas",0
"Kras_3092_sas",0
"Kras_3093_sas",1
"Kras_3094_sas",0
"Kras_3095_sas",0
"Kras_3096_sas",1
"Kras_3097_sas",1
"Kras_3098_sas",1
"Kras_3099_sas",1
"Kras_31_sas",0
"Kras_310_sas",1
"Kras_3100_sas",0
"Kras_3101_sas",0
"Kras_3102_sas",1
"Kras_3103_sas",1
"Kras_3104_sas",1
"Kras_3105_sas",0
"Kras_3106_sas",0
"Kras_3107_sas",1
"Kras_3108_sas",0
"Kras_3109_sas",1
"Kras_311_sas",1
"Kras_3110_sas",0
"Kras_3111_sas",0
"Kras_3112_sas",1
"Kras_3113_sas",0
"Kras_3114_sas",0
"Kras_3115_sas",1
"Kras_3116_sas",1
"Kras_3117_sas",1
"Kras_3118_sas",1
"Kras_3119_sas",1
"Kras_312_sas",0
"Kras_3120_sas",1
"Kras_3121_sas",1
"Kras_3122_sas",0
"Kras_3123_sas",0
"Kras_3124_sas",0
"Kras_3125_sas",1
"Kras_3126_sas",0
"Kras_3127_sas",0
"Kras_3128_sas",0
"Kras_3129_sas",0
"Kras_313_sas",1
"Kras_3130_sas",0
"Kras_3131_sas",0
"Kras_3132_sas",0
"Kras_3133_sas",0
"Kras_3134_sas",0
"Kras_3135_sas",0
"Kras_3136_sas",0
"Kras_3137_sas",0
"Kras_3138_sas",0
"Kras_3139_sas",0
"Kras_314_sas",1
"Kras_3140_sas",0
"Kras_3141_sas",1
"Kras_3142_sas",0
"Kras_3143_sas",0
"Kras_3144_sas",1
"Kras_3145_sas",0
"Kras_3146_sas",0
"Kras_3147_sas",0
"Kras_3148_sas",1
"Kras_3149_sas",0
"Kras_315_sas",0
"Kras_3150_sas",0
"Kras_3151_sas",0
"Kras_3152_sas",1
"Kras_3153_sas",1
"Kras_3154_sas",1
"Kras_3155_sas",1
"Kras_3156_sas",1
"Kras_3157_sas",1
"Kras_3158_sas",0
"Kras_3159_sas",0
"Kras_316_sas",0
"Kras_3160_sas",1
"Kras_3161_sas",0
"Kras_3162_sas",0
"Kras_3163_sas",1
"Kras_3164_sas",0
"Kras_3165_sas",0
"Kras_3166_sas",1
"Kras_3167_sas",1
"Kras_3168_sas",1
"Kras_3169_sas",0
"Kras_317_sas",1
"Kras_3170_sas",1
"Kras_3171_sas",0
"Kras_3172_sas",1
"Kras_3173_sas",0
"Kras_3174_sas",0
"Kras_3175_sas",0
"Kras_3176_sas",0
"Kras_3177_sas",0
"Kras_3178_sas",1
"Kras_3179_sas",1
"Kras_318_sas",1
"Kras_3180_sas",1
"Kras_3181_sas",0
"Kras_3182_sas",0
"Kras_3183_sas",1
"Kras_3184_sas",0
"Kras_3185_sas",0
"Kras_3186_sas",0
"Kras_3187_sas",0
"Kras_3188_sas",1
"Kras_3189_sas",1
"Kras_319_sas",1
"Kras_3190_sas",1
"Kras_3191_sas",1
"Kras_3192_sas",0
"Kras_3193_sas",1
"Kras_3194_sas",0
"Kras_3195_sas",1
"Kras_3196_sas",0
"Kras_3197_sas",1
"Kras_3198_sas",0
"Kras_3199_sas",1
"Kras_32_sas",0
"Kras_320_sas",1
"Kras_3200_sas",1
"Kras_3201_sas",1
"Kras_3202_sas",1
"Kras_3203_sas",1
"Kras_3204_sas",0
"Kras_3205_sas",0
"Kras_3206_sas",0
"Kras_3207_sas",1
"Kras_3208_sas",0
"Kras_3209_sas",1
"Kras_321_sas",1
"Kras_3210_sas",1
"Kras_3211_sas",1
"Kras_3212_sas",1
"Kras_3213_sas",1
"Kras_3214_sas",0
"Kras_3215_sas",0
"Kras_3216_sas",0
"Kras_3217_sas",0
"Kras_3218_sas",0
"Kras_3219_sas",0
"Kras_322_sas",0
"Kras_3220_sas",1
"Kras_3221_sas",1
"Kras_3222_sas",1
"Kras_3223_sas",1
"Kras_3224_sas",1
"Kras_3225_sas",1
"Kras_3226_sas",1
"Kras_3227_sas",0
"Kras_3228_sas",0
"Kras_3229_sas",1
"Kras_323_sas",0
"Kras_3230_sas",1
"Kras_3231_sas",0
"Kras_3232_sas",0
"Kras_3233_sas",1
"Kras_3234_sas",1
"Kras_3235_sas",1
"Kras_3236_sas",1
"Kras_3237_sas",1
"Kras_3238_sas",1
"Kras_3239_sas",1
"Kras_324_sas",0
"Kras_3240_sas",1
"Kras_3241_sas",1
"Kras_3242_sas",1
"Kras_3243_sas",1
"Kras_3244_sas",1
"Kras_3245_sas",0
"Kras_3246_sas",0
"Kras_3247_sas",1
"Kras_3248_sas",1
"Kras_3249_sas",0
"Kras_325_sas",0
"Kras_3250_sas",0
"Kras_3251_sas",0
"Kras_3252_sas",1
"Kras_3253_sas",1
"Kras_3254_sas",1
"Kras_3255_sas",0
"Kras_3256_sas",1
"Kras_3257_sas",0
"Kras_3258_sas",1
"Kras_3259_sas",1
"Kras_326_sas",0
"Kras_3260_sas",0
"Kras_3261_sas",1
"Kras_3262_sas",1
"Kras_3263_sas",0
"Kras_3264_sas",0
"Kras_3265_sas",0
"Kras_3266_sas",0
"Kras_3267_sas",0
"Kras_3268_sas",0
"Kras_3269_sas",1
"Kras_327_sas",0
"Kras_3270_sas",0
"Kras_3271_sas",0
"Kras_3272_sas",0
"Kras_3273_sas",1
"Kras_3274_sas",1
"Kras_3275_sas",0
"Kras_3276_sas",1
"Kras_3277_sas",1
"Kras_3278_sas",1
"Kras_3279_sas",0
"Kras_328_sas",0
"Kras_3280_sas",1
"Kras_3281_sas",1
"Kras_3282_sas",1
"Kras_3283_sas",1
"Kras_3284_sas",1
"Kras_3285_sas",0
"Kras_3286_sas",1
"Kras_3287_sas",0
"Kras_3288_sas",0
"Kras_3289_sas",1
"Kras_329_sas",0
"Kras_3290_sas",1
"Kras_3291_sas",1
"Kras_3292_sas",1
"Kras_3293_sas",0
"Kras_3294_sas",0
"Kras_3295_sas",0
"Kras_3296_sas",0
"Kras_3297_sas",1
"Kras_3298_sas",1
"Kras_3299_sas",1
"Kras_33_sas",1
"Kras_3300_sas",1
"Kras_3301_sas",1
"Kras_3302_sas",1
"Kras_3303_sas",1
"Kras_3304_sas",1
"Kras_3305_sas",1
"Kras_3306_sas",1
"Kras_3307_sas",0
"Kras_3308_sas",1
"Kras_3309_sas",0
"Kras_331_sas",1
"Kras_3310_sas",0
"Kras_3311_sas",0
"Kras_3312_sas",0
"Kras_3313_sas",0
"Kras_3314_sas",0
"Kras_3315_sas",0
"Kras_3316_sas",1
"Kras_3317_sas",0
"Kras_3318_sas",0
"Kras_3319_sas",0
"Kras_332_sas",1
"Kras_3320_sas",0
"Kras_3321_sas",0
"Kras_3322_sas",1
"Kras_3323_sas",0
"Kras_3324_sas",0
"Kras_3325_sas",1
"Kras_3326_sas",0
"Kras_3327_sas",0
"Kras_3328_sas",0
"Kras_3329_sas",0
"Kras_333_sas",0
"Kras_3330_sas",0
"Kras_3331_sas",1
"Kras_3332_sas",0
"Kras_3333_sas",0
"Kras_3334_sas",0
"Kras_3335_sas",0
"Kras_3336_sas",0
"Kras_3337_sas",0
"Kras_3338_sas",0
"Kras_3339_sas",1
"Kras_334_sas",1
"Kras_3340_sas",0
"Kras_3341_sas",0
"Kras_3342_sas",0
"Kras_3343_sas",0
"Kras_3344_sas",1
"Kras_3345_sas",1
"Kras_3346_sas",1
"Kras_3347_sas",1
"Kras_3348_sas",1
"Kras_3349_sas",0
"Kras_335_sas",1
"Kras_3350_sas",0
"Kras_3351_sas",1
"Kras_3352_sas",1
"Kras_3353_sas",1
"Kras_3354_sas",0
"Kras_3355_sas",0
"Kras_3356_sas",0
"Kras_3357_sas",1
"Kras_3358_sas",0
"Kras_3359_sas",0
"Kras_336_sas",1
"Kras_3360_sas",0
"Kras_3361_sas",1
"Kras_3362_sas",0
"Kras_3363_sas",1
"Kras_3364_sas",0
"Kras_3365_sas",1
"Kras_3366_sas",1
"Kras_3367_sas",1
"Kras_3368_sas",0
"Kras_3369_sas",0
"Kras_337_sas",1
"Kras_3370_sas",0
"Kras_3371_sas",0
"Kras_3372_sas",1
"Kras_3373_sas",1
"Kras_3375_sas",1
"Kras_3376_sas",0
"Kras_3377_sas",1
"Kras_3378_sas",1
"Kras_3379_sas",0
"Kras_338_sas",1
"Kras_3380_sas",0
"Kras_3381_sas",1
"Kras_3382_sas",0
"Kras_3383_sas",0
"Kras_3384_sas",0
"Kras_3385_sas",0
"Kras_3386_sas",0
"Kras_3387_sas",0
"Kras_3388_sas",0
"Kras_3389_sas",0
"Kras_339_sas",0
"Kras_3390_sas",0
"Kras_3391_sas",0
"Kras_3392_sas",0
"Kras_3393_sas",0
"Kras_3394_sas",0
"Kras_3395_sas",1
"Kras_3396_sas",1
"Kras_3397_sas",1
"Kras_3398_sas",0
"Kras_3399_sas",0
"Kras_34_sas",1
"Kras_340_sas",1
"Kras_3400_sas",1
"Kras_3401_sas",1
"Kras_3402_sas",1
"Kras_3403_sas",1
"Kras_3404_sas",0
"Kras_3405_sas",1
"Kras_3406_sas",0
"Kras_3407_sas",1
"Kras_3408_sas",1
"Kras_3409_sas",0
"Kras_341_sas",0
"Kras_3410_sas",0
"Kras_3411_sas",0
"Kras_3412_sas",1
"Kras_3413_sas",1
"Kras_3414_sas",0
"Kras_3415_sas",0
"Kras_3416_sas",1
"Kras_3417_sas",0
"Kras_3418_sas",0
"Kras_3419_sas",0
"Kras_342_sas",0
"Kras_3420_sas",0
"Kras_3421_sas",0
"Kras_3422_sas",0
"Kras_3423_sas",0
"Kras_3424_sas",0
"Kras_3425_sas",0
"Kras_3426_sas",0
"Kras_3427_sas",1
"Kras_3428_sas",0
"Kras_3429_sas",1
"Kras_343_sas",0
"Kras_3430_sas",1
"Kras_3431_sas",1
"Kras_3432_sas",0
"Kras_3433_sas",0
"Kras_3434_sas",0
"Kras_3435_sas",0
"Kras_3436_sas",0
"Kras_3437_sas",0
"Kras_3438_sas",1
"Kras_3439_sas",1
"Kras_344_sas",0
"Kras_3440_sas",1
"Kras_3441_sas",1
"Kras_3442_sas",1
"Kras_3443_sas",1
"Kras_3444_sas",0
"Kras_3445_sas",1
"Kras_3446_sas",1
"Kras_3447_sas",1
"Kras_3448_sas",1
"Kras_3449_sas",1
"Kras_345_sas",1
"Kras_3450_sas",0
"Kras_3451_sas",0
"Kras_3452_sas",1
"Kras_3453_sas",1
"Kras_3454_sas",1
"Kras_3455_sas",0
"Kras_3456_sas",0
"Kras_3457_sas",0
"Kras_3458_sas",1
"Kras_3459_sas",1
"Kras_346_sas",0
"Kras_3460_sas",1
"Kras_3461_sas",0
"Kras_3462_sas",0
"Kras_3463_sas",1
"Kras_3464_sas",0
"Kras_3465_sas",1
"Kras_3466_sas",0
"Kras_3467_sas",0
"Kras_3468_sas",1
"Kras_3469_sas",1
"Kras_347_sas",1
"Kras_3470_sas",0
"Kras_3471_sas",1
"Kras_3472_sas",0
"Kras_3473_sas",0
"Kras_3474_sas",0
"Kras_3475_sas",0
"Kras_3476_sas",0
"Kras_3477_sas",1
"Kras_3478_sas",1
"Kras_3479_sas",1
"Kras_348_sas",1
"Kras_3480_sas",0
"Kras_3481_sas",0
"Kras_3482_sas",0
"Kras_3483_sas",1
"Kras_3484_sas",0
"Kras_3485_sas",1
"Kras_3486_sas",0
"Kras_3487_sas",1
"Kras_3488_sas",1
"Kras_3489_sas",0
"Kras_349_sas",0
"Kras_3490_sas",0
"Kras_3491_sas",1
"Kras_3492_sas",1
"Kras_3493_sas",1
"Kras_3494_sas",1
"Kras_3495_sas",0
"Kras_3496_sas",1
"Kras_3497_sas",1
"Kras_3498_sas",1
"Kras_3499_sas",0
"Kras_350_sas",1
"Kras_3500_sas",1
"Kras_3501_sas",0
"Kras_3502_sas",0
"Kras_3503_sas",0
"Kras_3504_sas",0
"Kras_3505_sas",0
"Kras_3506_sas",0
"Kras_3507_sas",0
"Kras_3508_sas",1
"Kras_3509_sas",1
"Kras_351_sas",0
"Kras_3510_sas",1
"Kras_3511_sas",1
"Kras_3512_sas",1
"Kras_3513_sas",1
"Kras_3514_sas",1
"Kras_3515_sas",1
"Kras_3516_sas",0
"Kras_3517_sas",0
"Kras_3518_sas",1
"Kras_3519_sas",1
"Kras_352_sas",0
"Kras_3520_sas",1
"Kras_3521_sas",0
"Kras_3522_sas",1
"Kras_3523_sas",1
"Kras_3524_sas",1
"Kras_3525_sas",1
"Kras_3526_sas",1
"Kras_3527_sas",1
"Kras_3528_sas",0
"Kras_3529_sas",0
"Kras_353_sas",0
"Kras_3530_sas",0
"Kras_3531_sas",1
"Kras_3532_sas",0
"Kras_3533_sas",0
"Kras_3534_sas",0
"Kras_3535_sas",0
"Kras_3536_sas",0
"Kras_3537_sas",0
"Kras_3538_sas",0
"Kras_3539_sas",1
"Kras_354_sas",0
"Kras_3540_sas",1
"Kras_3541_sas",0
"Kras_3542_sas",0
"Kras_3543_sas",0
"Kras_3544_sas",0
"Kras_3545_sas",1
"Kras_3546_sas",0
"Kras_3547_sas",0
"Kras_3548_sas",0
"Kras_3549_sas",1
"Kras_355_sas",0
"Kras_3550_sas",0
"Kras_3551_sas",0
"Kras_3552_sas",0
"Kras_3553_sas",0
"Kras_3554_sas",0
"Kras_3555_sas",0
"Kras_3556_sas",0
"Kras_3557_sas",0
"Kras_3558_sas",0
"Kras_3559_sas",0
"Kras_356_sas",1
"Kras_3560_sas",0
"Kras_3561_sas",0
"Kras_3562_sas",0
"Kras_3563_sas",0
"Kras_357_sas",0
"Kras_358_sas",1
"Kras_3586_sas",0
"Kras_3587_sas",1
"Kras_3588_sas",1
"Kras_3589_sas",1
"Kras_359_sas",0
"Kras_3590_sas",1
"Kras_3591_sas",1
"Kras_3592_sas",1
"Kras_3593_sas",1
"Kras_3594_sas",1
"Kras_3595_sas",1
"Kras_3596_sas",0
"Kras_3597_sas",0
"Kras_3598_sas",0
"Kras_3599_sas",0
"Kras_36_sas",1
"Kras_360_sas",0
"Kras_3600_sas",0
"Kras_3601_sas",0
"Kras_3602_sas",1
"Kras_3603_sas",1
"Kras_3604_sas",1
"Kras_3605_sas",0
"Kras_3606_sas",0
"Kras_3607_sas",0
"Kras_3608_sas",0
"Kras_3609_sas",0
"Kras_361_sas",0
"Kras_3610_sas",0
"Kras_3611_sas",0
"Kras_3612_sas",0
"Kras_3613_sas",0
"Kras_3614_sas",0
"Kras_3615_sas",0
"Kras_3616_sas",0
"Kras_3617_sas",0
"Kras_3618_sas",0
"Kras_3619_sas",1
"Kras_362_sas",1
"Kras_3620_sas",1
"Kras_3621_sas",1
"Kras_3622_sas",1
"Kras_3623_sas",1
"Kras_3624_sas",0
"Kras_3625_sas",0
"Kras_3626_sas",1
"Kras_3627_sas",0
"Kras_3628_sas",0
"Kras_3629_sas",0
"Kras_363_sas",1
"Kras_3630_sas",0
"Kras_3631_sas",1
"Kras_3632_sas",0
"Kras_3633_sas",0
"Kras_3634_sas",0
"Kras_3635_sas",1
"Kras_3636_sas",1
"Kras_3637_sas",1
"Kras_3638_sas",0
"Kras_3639_sas",0
"Kras_364_sas",1
"Kras_3640_sas",1
"Kras_3641_sas",1
"Kras_3642_sas",1
"Kras_3643_sas",1
"Kras_3644_sas",1
"Kras_3645_sas",0
"Kras_3646_sas",0
"Kras_3647_sas",0
"Kras_3648_sas",1
"Kras_3649_sas",0
"Kras_365_sas",1
"Kras_3650_sas",1
"Kras_3651_sas",1
"Kras_3652_sas",1
"Kras_3653_sas",1
"Kras_3654_sas",0
"Kras_3655_sas",1
"Kras_3656_sas",1
"Kras_3657_sas",1
"Kras_3658_sas",0
"Kras_3659_sas",0
"Kras_366_sas",1
"Kras_3660_sas",1
"Kras_3661_sas",1
"Kras_3662_sas",0
"Kras_3663_sas",0
"Kras_3664_sas",1
"Kras_3665_sas",1
"Kras_3666_sas",1
"Kras_3667_sas",1
"Kras_3668_sas",1
"Kras_3669_sas",0
"Kras_367_sas",1
"Kras_3670_sas",0
"Kras_3671_sas",0
"Kras_3672_sas",1
"Kras_3673_sas",1
"Kras_3674_sas",0
"Kras_3675_sas",1
"Kras_3676_sas",0
"Kras_3677_sas",1
"Kras_3678_sas",1
"Kras_3679_sas",1
"Kras_368_sas",1
"Kras_3680_sas",1
"Kras_3681_sas",0
"Kras_3682_sas",1
"Kras_3683_sas",1
"Kras_3684_sas",1
"Kras_3685_sas",1
"Kras_3686_sas",1
"Kras_3687_sas",1
"Kras_3688_sas",1
"Kras_3689_sas",1
"Kras_369_sas",1
"Kras_3690_sas",1
"Kras_3691_sas",1
"Kras_3692_sas",1
"Kras_3693_sas",1
"Kras_3694_sas",1
"Kras_3695_sas",1
"Kras_3696_sas",1
"Kras_3697_sas",0
"Kras_3698_sas",1
"Kras_3699_sas",1
"Kras_37_sas",0
"Kras_370_sas",1
"Kras_3700_sas",1
"Kras_3701_sas",1
"Kras_3702_sas",1
"Kras_3703_sas",0
"Kras_3704_sas",0
"Kras_3705_sas",0
"Kras_3706_sas",0
"Kras_3707_sas",1
"Kras_3708_sas",1
"Kras_3709_sas",1
"Kras_371_sas",1
"Kras_3710_sas",1
"Kras_3711_sas",1
"Kras_3712_sas",1
"Kras_3713_sas",1
"Kras_3714_sas",1
"Kras_3715_sas",1
"Kras_3716_sas",1
"Kras_3717_sas",0
"Kras_3718_sas",1
"Kras_3719_sas",1
"Kras_372_sas",1
"Kras_3720_sas",1
"Kras_3721_sas",1
"Kras_3722_sas",0
"Kras_3723_sas",0
"Kras_3724_sas",0
"Kras_3725_sas",1
"Kras_3726_sas",0
"Kras_3727_sas",1
"Kras_3728_sas",1
"Kras_3729_sas",1
"Kras_373_sas",1
"Kras_3730_sas",0
"Kras_3731_sas",1
"Kras_3732_sas",0
"Kras_3733_sas",1
"Kras_3734_sas",0
"Kras_3735_sas",1
"Kras_3736_sas",0
"Kras_3737_sas",0
"Kras_3738_sas",0
"Kras_3739_sas",0
"Kras_374_sas",1
"Kras_3740_sas",0
"Kras_3741_sas",1
"Kras_3742_sas",1
"Kras_3743_sas",1
"Kras_3744_sas",0
"Kras_3745_sas",1
"Kras_3746_sas",1
"Kras_3747_sas",1
"Kras_3748_sas",1
"Kras_3749_sas",1
"Kras_375_sas",0
"Kras_3750_sas",1
"Kras_3751_sas",0
"Kras_3752_sas",1
"Kras_3753_sas",1
"Kras_3754_sas",1
"Kras_3755_sas",0
"Kras_3756_sas",1
"Kras_3757_sas",1
"Kras_3758_sas",1
"Kras_3759_sas",0
"Kras_376_sas",0
"Kras_3760_sas",1
"Kras_3761_sas",0
"Kras_3762_sas",0
"Kras_3763_sas",0
"Kras_3764_sas",1
"Kras_3765_sas",1
"Kras_3766_sas",1
"Kras_3767_sas",0
"Kras_3768_sas",1
"Kras_3769_sas",0
"Kras_377_sas",1
"Kras_3770_sas",1
"Kras_3771_sas",0
"Kras_3772_sas",0
"Kras_3773_sas",1
"Kras_3774_sas",1
"Kras_3775_sas",1
"Kras_3776_sas",1
"Kras_3777_sas",0
"Kras_3778_sas",1
"Kras_3779_sas",1
"Kras_378_sas",0
"Kras_3780_sas",1
"Kras_3781_sas",1
"Kras_3782_sas",1
"Kras_3783_sas",1
"Kras_3784_sas",0
"Kras_3785_sas",0
"Kras_379_sas",0
"Kras_38_sas",1
"Kras_380_sas",0
"Kras_3800_sas",0
"Kras_3801_sas",0
"Kras_3802_sas",0
"Kras_3803_sas",0
"Kras_3804_sas",0
"Kras_3805_sas",1
"Kras_3806_sas",1
"Kras_3807_sas",1
"Kras_3808_sas",1
"Kras_3809_sas",1
"Kras_381_sas",0
"Kras_3810_sas",1
"Kras_3811_sas",0
"Kras_3812_sas",1
"Kras_3813_sas",1
"Kras_3814_sas",0
"Kras_3815_sas",0
"Kras_3816_sas",0
"Kras_3817_sas",0
"Kras_3818_sas",0
"Kras_3819_sas",1
"Kras_382_sas",0
"Kras_3820_sas",0
"Kras_3821_sas",1
"Kras_3822_sas",0
"Kras_3823_sas",0
"Kras_3824_sas",0
"Kras_3825_sas",1
"Kras_3826_sas",0
"Kras_3827_sas",0
"Kras_3828_sas",0
"Kras_3829_sas",0
"Kras_383_sas",0
"Kras_3830_sas",0
"Kras_3831_sas",0
"Kras_3832_sas",0
"Kras_3833_sas",0
"Kras_3834_sas",1
"Kras_3835_sas",1
"Kras_3836_sas",0
"Kras_3837_sas",1
"Kras_3838_sas",1
"Kras_3839_sas",1
"Kras_384_sas",1
"Kras_3840_sas",0
"Kras_3841_sas",0
"Kras_3842_sas",1
"Kras_3843_sas",0
"Kras_3844_sas",0
"Kras_3845_sas",1
"Kras_3846_sas",1
"Kras_3847_sas",1
"Kras_3848_sas",1
"Kras_3849_sas",1
"Kras_385_sas",0
"Kras_3850_sas",1
"Kras_3851_sas",1
"Kras_3852_sas",1
"Kras_3853_sas",0
"Kras_3854_sas",0
"Kras_3855_sas",0
"Kras_3856_sas",1
"Kras_3857_sas",1
"Kras_3858_sas",1
"Kras_3859_sas",1
"Kras_386_sas",0
"Kras_3860_sas",1
"Kras_3861_sas",1
"Kras_3862_sas",0
"Kras_3863_sas",1
"Kras_3864_sas",1
"Kras_3865_sas",0
"Kras_3866_sas",0
"Kras_3867_sas",0
"Kras_3868_sas",0
"Kras_3869_sas",1
"Kras_387_sas",0
"Kras_3870_sas",1
"Kras_3871_sas",1
"Kras_3872_sas",0
"Kras_3873_sas",0
"Kras_3874_sas",1
"Kras_3875_sas",0
"Kras_3876_sas",0
"Kras_3877_sas",0
"Kras_3878_sas",0
"Kras_3879_sas",0
"Kras_388_sas",0
"Kras_3880_sas",1
"Kras_3881_sas",1
"Kras_3882_sas",1
"Kras_3883_sas",1
"Kras_3884_sas",0
"Kras_3885_sas",0
"Kras_3886_sas",0
"Kras_3887_sas",1
"Kras_3888_sas",1
"Kras_3889_sas",0
"Kras_389_sas",0
"Kras_3890_sas",0
"Kras_3891_sas",1
"Kras_3892_sas",1
"Kras_3893_sas",1
"Kras_3894_sas",1
"Kras_3895_sas",0
"Kras_3896_sas",1
"Kras_3897_sas",1
"Kras_3898_sas",1
"Kras_3899_sas",1
"Kras_39_sas",0
"Kras_390_sas",1
"Kras_3900_sas",1
"Kras_3901_sas",1
"Kras_3902_sas",1
"Kras_3903_sas",1
"Kras_3904_sas",1
"Kras_3905_sas",1
"Kras_3906_sas",0
"Kras_3907_sas",1
"Kras_3908_sas",0
"Kras_3909_sas",0
"Kras_391_sas",0
"Kras_3910_sas",0
"Kras_3911_sas",0
"Kras_3912_sas",1
"Kras_3913_sas",1
"Kras_3914_sas",1
"Kras_3915_sas",1
"Kras_3916_sas",0
"Kras_3917_sas",0
"Kras_3918_sas",0
"Kras_3919_sas",0
"Kras_392_sas",1
"Kras_3920_sas",0
"Kras_3921_sas",0
"Kras_3922_sas",0
"Kras_3923_sas",0
"Kras_3924_sas",0
"Kras_3925_sas",0
"Kras_3926_sas",0
"Kras_3927_sas",0
"Kras_3928_sas",0
"Kras_3929_sas",0
"Kras_393_sas",1
"Kras_3930_sas",0
"Kras_3931_sas",0
"Kras_394_sas",1
"Kras_3949_sas",0
"Kras_395_sas",0
"Kras_3950_sas",0
"Kras_3951_sas",0
"Kras_3952_sas",0
"Kras_3953_sas",0
"Kras_3954_sas",0
"Kras_3955_sas",0
"Kras_3956_sas",0
"Kras_3957_sas",1
"Kras_3958_sas",1
"Kras_3959_sas",0
"Kras_396_sas",0
"Kras_3960_sas",0
"Kras_3961_sas",0
"Kras_3962_sas",0
"Kras_3963_sas",0
"Kras_3964_sas",1
"Kras_3965_sas",0
"Kras_3966_sas",0
"Kras_3967_sas",0
"Kras_3968_sas",0
"Kras_3969_sas",1
"Kras_397_sas",0
"Kras_3970_sas",1
"Kras_3971_sas",1
"Kras_3972_sas",1
"Kras_3973_sas",1
"Kras_3974_sas",1
"Kras_3975_sas",0
"Kras_3976_sas",0
"Kras_3977_sas",1
"Kras_3978_sas",1
"Kras_3979_sas",0
"Kras_398_sas",0
"Kras_3980_sas",1
"Kras_3981_sas",1
"Kras_3982_sas",1
"Kras_3983_sas",1
"Kras_3984_sas",0
"Kras_3985_sas",1
"Kras_3986_sas",1
"Kras_3987_sas",1
"Kras_3988_sas",1
"Kras_3989_sas",0
"Kras_399_sas",0
"Kras_3990_sas",1
"Kras_3991_sas",0
"Kras_3992_sas",0
"Kras_3993_sas",0
"Kras_3994_sas",1
"Kras_3995_sas",1
"Kras_3996_sas",1
"Kras_3997_sas",0
"Kras_3998_sas",0
"Kras_3999_sas",0
"Kras_40_sas",0
"Kras_400_sas",0
"Kras_4000_sas",0
"Kras_4001_sas",1
